node,khop_count,khop_fraction
4544,1441,0.14285714285714285
823,862,0.08545652820461981
480,1425,0.14127094279766036
7365,709,0.07028849013581838
518,1470,0.1457321304649549
12149,154,0.015267175572519083
6648,546,0.05412907702984039
481,1449,0.1436502428868841
864,708,0.07018935263210073
4141,968,0.09596510359869138
12765,206,0.020422325765837215
559,654,0.06483592743134728
739,351,0.034797263804897394
482,1201,0.11906414196490532
4959,614,0.060870427282641026
14241,221,0.021909388321602063
727,981,0.09725389114702092
483,1694,0.16793893129770993
3831,534,0.052939426985228515
625,1428,0.14156835530881332
566,463,0.04590066422127491
14412,138,0.013680975513036582
732,910,0.09021512838306732
484,1328,0.1316546049370477
9430,75,0.007435312778824229
8996,233,0.02309903836621394
3080,772,0.07653415287003074
13144,211,0.0209180132844255
832,426,0.04223257658372162
5466,587,0.0581937146822643
485,1719,0.17041736889065134
5540,858,0.08505997818974918
12668,191,0.01893526321007237
633,561,0.05561613958560523
4027,756,0.07494795281054822
3545,970,0.0961633786061267
12920,221,0.021909388321602063
486,504,0.04996530187369882
8588,282,0.027956776048379102
488,1160,0.11499950431248142
8496,290,0.028749876078120355
489,796,0.07891345295925449
4674,901,0.08932289084960841
490,1414,0.14018043025676613
540,1376,0.13641320511549518
7305,368,0.03648260136809755
3842,1217,0.12065034202438783
765,911,0.09031426588678497
9867,120,0.011896500446118766
10789,94,0.009318925349459701
13819,207,0.02052146326955487
719,593,0.058788539704570236
595,482,0.04778427679191038
492,617,0.06116783979379399
7123,605,0.05997818974918211
493,510,0.05056012689600476
499,406,0.040249826509368494
12470,55,0.0054525627044711015
3054,758,0.07514622781798354
495,534,0.052939426985228515
496,542,0.053732527014969764
3288,763,0.07564191533657183
2195,756,0.07494795281054822
497,914,0.09061167839793793
1723,1010,0.10012887875483295
13665,47,0.004659462674729851
1546,735,0.07286606523247745
4120,638,0.06324972737186478
4820,428,0.042430851591156934
7625,1095,0.10855556657083375
783,772,0.07653415287003074
2990,969,0.09606424110240905
503,824,0.08168930306334886
2693,1226,0.12154257955784674
7000,1013,0.10042629126598593
504,1029,0.10201249132546843
781,720,0.0713790026767126
5563,417,0.041340339050262714
505,1376,0.13641320511549518
7070,814,0.0806979280261723
14741,128,0.012689600475860019
7867,845,0.08377119064141965
682,1026,0.10171507881431545
4003,875,0.08674531575294935
8144,987,0.09784871616932686
506,543,0.05383166451868742
14369,18,0.001784475066917815
13678,166,0.016456825617130962
507,1674,0.16595618122335679
13984,241,0.02389213839595519
12705,211,0.0209180132844255
5018,761,0.07544364032913652
508,1505,0.14920194309507287
8794,134,0.013284425498165955
6201,810,0.08030137801130167
5729,793,0.07861604044810151
854,886,0.08783582829384357
4631,779,0.07722811539605433
7367,685,0.06790919004659463
3901,507,0.05026271438485179
3654,872,0.08644790324179637
510,1569,0.15554674333300286
3347,1305,0.12937444235154158
2228,999,0.09903836621393873
5993,1468,0.14553385545751957
511,1023,0.10141766630316248
658,529,0.05244373946664023
7122,924,0.0916030534351145
6083,600,0.059482502230593835
11922,224,0.02220680083275503
512,991,0.09824526618419749
8789,80,0.007931000297412512
846,1042,0.10330127887379796
513,1132,0.11222365420838704
1129,1193,0.11827104193516408
8731,263,0.02607316347774363
13472,210,0.020818875780707843
7206,772,0.07653415287003074
6902,696,0.06899970258748885
515,1141,0.11311589174184594
2742,1096,0.1086547040745514
516,1027,0.10181421631803311
10290,164,0.016258550609695648
9693,114,0.01130167542381283
11494,68,0.006741350252800635
2552,1104,0.10944780410429265
519,1782,0.1766630316248637
840,1030,0.10211162882918608
8880,267,0.026469713492614257
805,554,0.05492217705958164
7886,493,0.0488747893328046
520,656,0.06503420243878259
1993,547,0.05422821453355804
6957,1323,0.1311589174184594
14037,27,0.0026767126003767227
6375,720,0.0713790026767126
2122,664,0.06582730246852385
6917,370,0.03668087637553286
11760,152,0.015068900565083771
522,1281,0.12699514226231784
9710,266,0.0263705759888966
4076,961,0.09527114107266779
7231,783,0.07762466541092496
12498,165,0.016357688113413305
3806,679,0.06731436502428868
12477,64,0.006344800237930009
2286,808,0.08010310300386636
8871,370,0.03668087637553286
10219,80,0.007931000297412512
853,876,0.086844453256667
3341,760,0.07534450282541885
524,1236,0.1225339545950233
5857,1109,0.10994349162288093
6079,779,0.07722811539605433
13624,79,0.007831862793694855
525,1287,0.12758996728462377
11160,144,0.01427580053534252
9149,162,0.016060275602260334
14763,229,0.022702488351343312
12025,156,0.015465450579954397
526,406,0.040249826509368494
5266,1217,0.12065034202438783
527,1199,0.11886586695747
1673,1346,0.1334390800039655
529,1274,0.12630117973629423
532,1043,0.10340041637751561
5546,774,0.07673242787746605
12832,103,0.010211162882918607
851,798,0.0791117279666898
530,1117,0.11073659165262219
3089,1010,0.10012887875483295
8831,128,0.012689600475860019
5059,771,0.07643501536631307
531,436,0.043223951620898184
4150,990,0.09814612868047982
1333,1059,0.10498661643699812
10349,159,0.015762863091107367
2142,798,0.0791117279666898
10357,137,0.013581838009318925
14069,156,0.015465450579954397
1362,768,0.07613760285516011
5854,721,0.07147814018043026
11256,184,0.018241300684048774
536,880,0.08724100327153762
4752,637,0.06315058986814712
6953,850,0.08426687816000793
2673,1249,0.12382274214335283
537,1568,0.1554476058292852
5397,728,0.07217210270645386
13178,270,0.026767126003767225
538,1443,0.14305541786457818
836,664,0.06582730246852385
1938,601,0.05958163973431149
14549,104,0.010310300386636264
1762,1564,0.15505105581441458
13028,71,0.007038762763953604
541,624,0.06186180231981759
1286,1128,0.11182710419351641
619,650,0.06443937741647665
7692,480,0.047586001784475064
542,1316,0.1304649548924358
543,610,0.0604738772677704
10159,44,0.004362050163576881
4011,1278,0.12669772975116486
568,902,0.08942202835332606
545,1352,0.13403390502627144
13803,170,0.016853375632001587
8343,472,0.046792901754733815
1415,1079,0.10696936651135125
6118,506,0.05016357688113413
546,796,0.07891345295925449
7662,876,0.086844453256667
668,973,0.09646079111727966
547,483,0.047883414295628035
6300,688,0.06820660255774759
548,904,0.08962030336076138
1976,762,0.07554277783285417
9785,34,0.0033706751264003174
3732,1182,0.11718052939426986
9399,197,0.01953008823237831
2140,656,0.06503420243878259
9050,241,0.02389213839595519
550,392,0.0388619014573213
551,1222,0.12114602954297611
13900,206,0.020422325765837215
2767,871,0.08634876573807872
552,1282,0.1270942797660355
2373,1746,0.17309408149102806
778,478,0.04738772677703976
2200,651,0.06453851492019431
555,747,0.07405571527708932
5625,569,0.05640923961534649
11064,55,0.0054525627044711015
556,880,0.08724100327153762
12240,198,0.019629225736095966
558,1171,0.11609001685337564
1995,985,0.09765044116189155
13051,228,0.02260335084762566
560,794,0.07871517795181918
561,670,0.06642212749082978
13179,132,0.013086150490730643
562,446,0.04421532665807475
1428,406,0.040249826509368494
1013,1859,0.18429661941112324
10450,24,0.0023793000892237534
7818,430,0.04262912659859225
4772,1002,0.09933577872509171
12584,137,0.013581838009318925
899,1632,0.16179240606721523
565,618,0.06126697729751165
8660,107,0.010607712897789234
567,1823,0.1807276692772876
10771,290,0.028749876078120355
4906,819,0.08119361554476058
13301,214,0.021215425795578467
569,1347,0.13353821750768316
8926,203,0.020124913254684247
8208,608,0.060275602260335084
10432,101,0.010012887875483295
5385,1029,0.10201249132546843
8291,598,0.05928422722315852
8228,1068,0.10587885397045703
1785,1397,0.13849509269356597
571,490,0.048577376821651634
1590,504,0.04996530187369882
2519,784,0.0777238029146426
13262,196,0.01943095072866065
8999,101,0.010012887875483295
4127,659,0.06533161494993556
573,594,0.05888767720828789
14479,20,0.001982750074353128
10413,20,0.001982750074353128
4010,1415,0.14027956776048378
1871,1122,0.11123227917121047
794,660,0.06543075245365322
14757,165,0.016357688113413305
12344,88,0.008724100327153763
575,650,0.06443937741647665
8350,220,0.021810250817884406
576,1495,0.1482105680578963
9672,76,0.0075344502825418855
2121,1047,0.10379696639238624
14608,162,0.016060275602260334
7620,460,0.04560325171012194
9943,160,0.015862000594825024
10805,76,0.0075344502825418855
577,334,0.03311192624169723
3853,990,0.09814612868047982
578,647,0.06414196490532369
12814,178,0.017646475661742836
1585,933,0.09249529096857341
6889,857,0.08496084068603152
5148,905,0.08971944086447903
579,744,0.07375830276593635
8553,30,0.0029741251115296915
580,515,0.05105581441459304
4040,805,0.0798056904927134
10343,167,0.016555963120848616
9682,315,0.031228313671061762
4665,794,0.07871517795181918
582,625,0.06196093982353525
10839,20,0.001982750074353128
10894,128,0.012689600475860019
583,682,0.06761177753544166
7985,684,0.06781005254287698
774,483,0.047883414295628035
7725,518,0.05135322692574601
584,658,0.0652324774462179
4206,603,0.0597799147417468
9273,101,0.010012887875483295
5482,950,0.09418062853177357
6569,508,0.050361851888569446
585,1260,0.12491325468424705
8151,447,0.044314464161792404
6777,737,0.07306434023991276
8835,208,0.02062060077327253
588,868,0.08605135322692574
9833,215,0.021314563299296124
9250,36,0.00356895013383563
589,1361,0.13492614255973034
2242,783,0.07762466541092496
8166,828,0.08208585307821949
590,479,0.04748686428075741
1343,703,0.06969366511351244
591,1555,0.15415881828095568
9463,140,0.013879250520471894
8520,181,0.017943888172895807
593,585,0.05799543967482899
594,1227,0.12164171706156439
5621,789,0.07821949043323088
14014,56,0.005551700208188758
8542,329,0.03261623872310895
598,1273,0.12620204223257658
7143,671,0.06652126499454744
599,747,0.07405571527708932
1140,386,0.03826707643501537
3306,1162,0.11519777931991672
600,724,0.07177555269158323
2780,1060,0.10508575394071577
7116,802,0.07950827798156042
7034,1141,0.11311589174184594
9992,73,0.007237037771388916
604,589,0.058391989689699615
605,861,0.08535739070090215
11310,60,0.005948250223059383
13182,39,0.0038663626449885993
6596,398,0.039456726479627245
12849,52,0.005155150193318132
606,685,0.06790919004659463
2256,911,0.09031426588678497
608,624,0.06186180231981759
13840,131,0.012987012987012988
6334,902,0.08942202835332606
610,803,0.07960741548527808
4728,1053,0.10439179141469218
8282,543,0.05383166451868742
4015,573,0.05680578963021711
611,794,0.07871517795181918
1536,1014,0.10052542876970358
612,979,0.0970556161395856
12999,109,0.010805987905224546
13070,40,0.003965500148706256
615,798,0.0791117279666898
616,771,0.07643501536631307
1730,986,0.0977495786656092
13886,69,0.006840487756518291
5678,657,0.06513333994250024
5201,890,0.0882323783087142
620,574,0.05690492713393477
9574,16,0.0015862000594825023
5243,511,0.05065926439972242
621,1328,0.1316546049370477
11063,120,0.011896500446118766
7024,1208,0.11975810449092891
622,801,0.07940914047784277
623,671,0.06652126499454744
1058,660,0.06543075245365322
624,1392,0.1379994051749777
4195,720,0.0713790026767126
10875,90,0.008922375334589075
7208,589,0.058391989689699615
14776,61,0.00604738772677704
2824,978,0.09695647863586795
7821,1065,0.10558144145930405
3917,1024,0.10151680380688015
626,880,0.08724100327153762
8109,861,0.08535739070090215
8846,288,0.02855160107068504
3600,636,0.06305145236442947
9711,34,0.0033706751264003174
10650,34,0.0033706751264003174
12444,180,0.01784475066917815
12537,34,0.0033706751264003174
629,396,0.03925845147219193
11190,236,0.023396450877366907
8857,95,0.009418062853177357
631,937,0.09289184098344404
12185,65,0.006443937741647665
4479,1490,0.147714880539308
1260,649,0.064340239912759
632,876,0.086844453256667
5868,1462,0.14493903043521364
13806,111,0.01100426291265986
14676,17,0.0016853375632001587
634,460,0.04560325171012194
13833,153,0.015168038068801428
14866,55,0.0054525627044711015
10311,224,0.02220680083275503
10303,69,0.006840487756518291
636,1281,0.12699514226231784
4087,887,0.08793496579756122
701,886,0.08783582829384357
637,1107,0.10974521661544562
12187,54,0.005353425200753445
10412,40,0.003965500148706256
638,852,0.08446515316744324
639,617,0.06116783979379399
2498,961,0.09527114107266779
640,885,0.0877366907901259
2150,639,0.06334886487558243
12478,33,0.003271537622682661
641,707,0.07009021512838307
3563,888,0.08803410330127888
642,1022,0.10131852879944483
11422,168,0.016655100624566273
643,575,0.057004064637652424
14146,18,0.001784475066917815
644,862,0.08545652820461981
5270,719,0.07127986517299495
648,810,0.08030137801130167
649,703,0.06969366511351244
2448,1419,0.1406761177753544
7617,543,0.05383166451868742
9705,54,0.005353425200753445
651,932,0.09239615346485576
12741,126,0.012491325468424705
652,481,0.04768513928819272
14408,361,0.03578863884207396
653,937,0.09289184098344404
7081,753,0.07465054029939526
4587,1320,0.13086150490730644
14351,91,0.009021512838306732
654,1008,0.09993060374739764
3163,671,0.06652126499454744
9334,42,0.004163775156141568
9953,42,0.004163775156141568
1854,743,0.0736591652622187
656,831,0.08238326558937246
13988,114,0.01130167542381283
657,1157,0.11470209180132844
11305,83,0.008228412808565481
7831,629,0.06235748983840587
6149,476,0.04718945176960444
11715,67,0.006642212749082978
659,1176,0.11658570437196392
1356,1300,0.1288787548329533
12956,141,0.013978388024189551
5904,771,0.07643501536631307
7744,519,0.051452364429463666
1270,807,0.08000396550014871
8759,149,0.014771488053930802
662,424,0.042034301576286306
2613,994,0.09854267869535045
9926,41,0.004064637652423912
663,635,0.0629523148607118
10891,226,0.022405075840190344
664,637,0.06315058986814712
1412,420,0.041637751561415685
14814,77,0.007633587786259542
665,486,0.048180826806781006
5505,926,0.09180132844254982
666,395,0.039159313968474274
3405,626,0.0620600773272529
667,787,0.07802121542579558
6541,563,0.05581441459304055
8696,150,0.014870625557648459
8651,187,0.018538713195201745
1451,661,0.06552988995737087
14361,83,0.008228412808565481
669,528,0.05234460196292257
6402,879,0.08714186576781997
3435,355,0.03519381381976802
7810,591,0.05859026469713493
671,1227,0.12164171706156439
4378,543,0.05383166451868742
5935,635,0.0629523148607118
672,503,0.04986616436998116
10909,74,0.007336175275106572
8723,87,0.008624962823436106
13530,185,0.01834043818776643
675,519,0.051452364429463666
676,1301,0.12897789233667095
11360,140,0.013879250520471894
3499,656,0.06503420243878259
5547,552,0.05472390205214633
6135,1000,0.0991375037176564
3626,836,0.08287895310796074
678,1091,0.10815901655596312
2640,605,0.05997818974918211
2604,1313,0.13016754238128284
12089,208,0.02062060077327253
13552,41,0.004064637652423912
6908,767,0.07603846535144244
679,1324,0.13125805492217707
13925,124,0.012293050460989392
7766,920,0.09120650342024388
782,1189,0.11787449192029345
9687,55,0.0054525627044711015
680,965,0.09566769108753842
9816,205,0.02032318826211956
10868,82,0.008129275304847824
11821,67,0.006642212749082978
10115,126,0.012491325468424705
13633,168,0.016655100624566273
683,572,0.05670665212649945
4651,1050,0.1040943789035392
684,538,0.053335977000099136
3091,1102,0.10924952909685734
685,604,0.059879052245464456
3551,910,0.09021512838306732
686,1039,0.10300386636264498
13936,39,0.0038663626449885993
9671,105,0.010409437890353921
6108,941,0.09328839099831467
4260,747,0.07405571527708932
687,888,0.08803410330127888
13093,72,0.00713790026767126
7462,487,0.04827996431049866
7927,702,0.06959452760979479
689,1043,0.10340041637751561
5698,689,0.06830574006146525
1972,1188,0.11777535441657579
10293,49,0.004857737682165163
7109,481,0.04768513928819272
692,773,0.07663329037374839
2173,839,0.0831763656191137
734,601,0.05958163973431149
10920,19,0.0018836125706354714
4778,434,0.04302567661346287
4277,1122,0.11123227917121047
695,679,0.06731436502428868
697,985,0.09765044116189155
7943,654,0.06483592743134728
699,990,0.09814612868047982
10436,46,0.004560325171012194
5520,760,0.07534450282541885
2186,638,0.06324972737186478
13686,178,0.017646475661742836
2052,391,0.038762763953603646
9613,51,0.005056012689600476
12731,299,0.02964211361157926
702,1078,0.10687022900763359
1669,1816,0.180033706751264
703,981,0.09725389114702092
2631,608,0.060275602260335084
6636,918,0.09100822841280856
704,832,0.08248240309309011
3791,578,0.057301477148805395
11964,51,0.005056012689600476
705,484,0.04798255179934569
706,559,0.05541786457816992
11304,15,0.0014870625557648458
13199,113,0.011202537920095172
709,773,0.07663329037374839
6713,468,0.04639635173986319
10664,62,0.006146525230494696
4099,478,0.04738772677703976
710,534,0.052939426985228515
2795,855,0.08476256567859622
11072,18,0.001784475066917815
711,706,0.06999107762466542
10935,27,0.0026767126003767227
8465,230,0.02280162585506097
712,441,0.04371963913948647
9429,12,0.0011896500446118767
2893,884,0.08763755328640825
713,1079,0.10696936651135125
4695,688,0.06820660255774759
971,1072,0.10627540398532764
4153,615,0.060969564786358676
6277,885,0.0877366907901259
714,848,0.08406860315257261
2488,947,0.0938832160206206
13457,108,0.01070685040150689
3714,1381,0.13690889263408348
715,576,0.05710320214137008
717,1024,0.10151680380688015
2796,773,0.07663329037374839
718,782,0.07752552790720729
8948,96,0.009517200356895014
11244,221,0.021909388321602063
9474,88,0.008724100327153763
720,858,0.08505997818974918
14461,112,0.011103400416377515
721,746,0.07395657777337167
13594,124,0.012293050460989392
12436,57,0.005650837711906415
12755,43,0.004262912659859224
11965,56,0.005551700208188758
726,441,0.04371963913948647
7290,311,0.030831763656191138
1238,563,0.05581441459304055
4701,535,0.05303856448894617
728,1019,0.10102111628829186
12377,73,0.007237037771388916
729,776,0.07693070288490136
12357,19,0.0018836125706354714
730,472,0.046792901754733815
731,821,0.0813918905521959
14136,35,0.0034698126301179735
12134,142,0.014077525527907208
8506,228,0.02260335084762566
733,1253,0.12421929215822346
6737,789,0.07821949043323088
2844,873,0.08654704074551403
737,844,0.083672053137702
8014,822,0.08149102805591356
5062,1397,0.13849509269356597
738,933,0.09249529096857341
12944,255,0.02528006344800238
2998,596,0.05908595221572321
8218,592,0.05868940220085258
3068,1618,0.16040448101516805
6841,866,0.08585307821949044
2653,932,0.09239615346485576
740,526,0.05214632695548726
1896,548,0.0543273520372757
13353,14,0.0013879250520471894
741,1029,0.10201249132546843
11908,145,0.014374938039060177
5114,563,0.05581441459304055
8239,760,0.07534450282541885
742,375,0.03717656389412115
743,445,0.0441161891543571
746,627,0.062159214830970554
12717,81,0.008030137801130167
2565,525,0.0520471894517696
747,463,0.04590066422127491
13568,203,0.020124913254684247
748,715,0.07088331515812432
749,616,0.061068702290076333
8026,873,0.08654704074551403
750,1169,0.11589174184594032
4633,1176,0.11658570437196392
9684,173,0.017150788143154554
4963,616,0.061068702290076333
752,1187,0.11767621691285814
10174,40,0.003965500148706256
12107,77,0.007633587786259542
12432,113,0.011202537920095172
9727,75,0.007435312778824229
12036,29,0.0028749876078120354
754,864,0.08565480321205513
14360,32,0.0031724001189650046
755,761,0.07544364032913652
8750,324,0.03212055120452067
757,754,0.07474967780311292
8346,320,0.03172400118965005
759,1209,0.11985724199464658
7092,808,0.08010310300386636
13304,88,0.008724100327153763
761,1065,0.10558144145930405
4817,665,0.0659264399722415
13440,73,0.007237037771388916
1595,626,0.0620600773272529
763,1120,0.11103400416377515
1168,597,0.059185089719440864
6998,569,0.05640923961534649
5213,461,0.045702389213839595
7761,974,0.09655992862099733
7063,526,0.05214632695548726
764,1030,0.10211162882918608
6151,830,0.0822841280856548
8997,113,0.011202537920095172
766,497,0.049271339347675226
11030,124,0.012293050460989392
767,805,0.0798056904927134
768,810,0.08030137801130167
769,787,0.07802121542579558
14251,79,0.007831862793694855
770,1070,0.10607712897789234
5581,1102,0.10924952909685734
771,453,0.044909289184098346
772,636,0.06305145236442947
10622,22,0.0021810250817884407
773,1234,0.12233567958758798
9446,94,0.009318925349459701
4790,601,0.05958163973431149
5425,816,0.08089620303360762
775,943,0.09348666600574998
8828,315,0.031228313671061762
1383,974,0.09655992862099733
776,544,0.05393080202240508
11691,18,0.001784475066917815
14835,106,0.010508575394071577
777,920,0.09120650342024388
6670,507,0.05026271438485179
1214,336,0.033310201249132546
14698,33,0.003271537622682661
13375,86,0.008525825319718449
3403,717,0.07108159016555964
9877,37,0.003668087637553286
780,1358,0.13462873004857737
7084,691,0.06850401506890057
11228,79,0.007831862793694855
1380,573,0.05680578963021711
13871,32,0.0031724001189650046
784,736,0.0729652027361951
10385,83,0.008228412808565481
785,965,0.09566769108753842
6838,469,0.046495489243580844
787,962,0.09537027857638544
10301,148,0.014672350550213145
10638,121,0.011995637949836423
8956,232,0.022999900862496283
788,845,0.08377119064141965
12940,27,0.0026767126003767227
11550,86,0.008525825319718449
11642,17,0.0016853375632001587
790,595,0.05898681471200555
791,641,0.06354713988301774
11147,74,0.007336175275106572
9059,193,0.019133538217507684
11811,13,0.001288787548329533
1606,902,0.08942202835332606
795,890,0.0882323783087142
8237,826,0.08188757807078417
5141,293,0.029047288589273322
12644,29,0.0028749876078120354
12005,167,0.016555963120848616
1970,1282,0.1270942797660355
796,651,0.06453851492019431
798,562,0.05571527708932289
799,813,0.08059879052245464
3496,514,0.05095667691087538
801,636,0.06305145236442947
802,410,0.04064637652423912
803,1156,0.11460295429761079
13006,41,0.004064637652423912
5477,970,0.0961633786061267
3712,382,0.03787052642014474
12383,41,0.004064637652423912
1630,746,0.07395657777337167
804,786,0.07792207792207792
2544,698,0.06919797759492416
806,949,0.09408149102805591
1757,648,0.06424110240904134
1026,1831,0.18152076930702885
5851,593,0.058788539704570236
807,771,0.07643501536631307
5154,756,0.07494795281054822
12834,24,0.0023793000892237534
4554,794,0.07871517795181918
10276,68,0.006741350252800635
9560,100,0.00991375037176564
808,597,0.059185089719440864
809,782,0.07752552790720729
7632,730,0.07237037771388917
810,502,0.049767026866263504
811,899,0.0891246158421731
10055,30,0.0029741251115296915
812,436,0.043223951620898184
5934,1281,0.12699514226231784
814,608,0.060275602260335084
815,570,0.05650837711906414
1567,434,0.04302567661346287
816,991,0.09824526618419749
7631,851,0.08436601566372559
8619,266,0.0263705759888966
12889,38,0.0037672251412709428
817,945,0.0936849410131853
818,688,0.06820660255774759
11556,22,0.0021810250817884407
5663,758,0.07514622781798354
819,851,0.08436601566372559
8805,395,0.039159313968474274
10182,157,0.015564588083672053
1491,535,0.05303856448894617
11842,19,0.0018836125706354714
14857,88,0.008724100327153763
824,572,0.05670665212649945
825,543,0.05383166451868742
826,566,0.05611182710419352
827,754,0.07474967780311292
11700,204,0.020224050758401904
10239,28,0.002775850104094379
4443,547,0.05422821453355804
8351,431,0.042728264102309906
11949,48,0.004758600178447507
11372,67,0.006642212749082978
1130,1426,0.14137008030137801
831,618,0.06126697729751165
7986,733,0.07266779022504213
10859,95,0.009418062853177357
833,832,0.08248240309309011
3022,1002,0.09933577872509171
6755,345,0.03420243878259145
5082,864,0.08565480321205513
6232,914,0.09061167839793793
835,457,0.04530583919896897
9008,76,0.0075344502825418855
2207,691,0.06850401506890057
837,736,0.0729652027361951
9055,146,0.014474075542777833
12292,48,0.004758600178447507
3631,391,0.038762763953603646
839,631,0.06255576484584119
12980,142,0.014077525527907208
9120,57,0.005650837711906415
7730,1120,0.11103400416377515
843,608,0.060275602260335084
11660,20,0.001982750074353128
844,1035,0.10260731634777437
10727,40,0.003965500148706256
2129,733,0.07266779022504213
1626,788,0.07812035292951323
13287,309,0.030633488648755824
12338,68,0.006741350252800635
845,796,0.07891345295925449
6868,680,0.06741350252800635
6352,853,0.0845642906711609
12454,105,0.010409437890353921
2862,867,0.08595221572320809
847,862,0.08545652820461981
7272,692,0.06860315257261822
7599,600,0.059482502230593835
3678,1560,0.15465450579954396
6885,728,0.07217210270645386
848,692,0.06860315257261822
849,963,0.0954694160801031
2955,780,0.07732725289977198
852,487,0.04827996431049866
5661,745,0.073857440269654
8901,328,0.032517101219391296
13721,58,0.005749975215624071
3948,881,0.08734014077525527
855,873,0.08654704074551403
1594,950,0.09418062853177357
9052,181,0.017943888172895807
856,647,0.06414196490532369
4308,774,0.07673242787746605
857,661,0.06552988995737087
858,1140,0.11301675423812828
3142,683,0.06771091503915931
5897,495,0.04907306434023991
860,779,0.07722811539605433
6933,730,0.07237037771388917
10676,128,0.012689600475860019
862,1140,0.11301675423812828
5580,736,0.0729652027361951
863,1050,0.1040943789035392
3225,535,0.05303856448894617
11042,103,0.010211162882918607
6532,736,0.0729652027361951
1032,882,0.08743927827897294
5879,1120,0.11103400416377515
867,456,0.04520670169525132
868,849,0.08416774065629028
869,919,0.09110736591652623
870,1114,0.11043917914146922
871,455,0.04510756419153366
9997,98,0.009715475364330326
11447,43,0.004262912659859224
872,556,0.055120452067016955
1607,878,0.08704272826410231
1114,1224,0.12134430455041142
10398,133,0.0131852879944483
999,836,0.08287895310796074
1543,1148,0.11380985426786953
907,1578,0.15643898086646177
1122,1442,0.14295628036086053
896,1120,0.11103400416377515
906,1592,0.15782690591850898
925,1916,0.18994745712302963
874,927,0.09190046594626747
1344,565,0.05601268960047586
1534,849,0.08416774065629028
3660,1839,0.1823138693367701
7490,512,0.050758401903440074
5305,901,0.08932289084960841
875,1937,0.19202934470110042
1346,1194,0.11837017943888173
1042,1350,0.13383563001883614
1157,659,0.06533161494993556
4565,1043,0.10340041637751561
1195,1550,0.1536631307623674
1053,577,0.05720233964508774
1545,1002,0.09933577872509171
876,1470,0.1457321304649549
3081,1229,0.1218399920689997
13781,94,0.009318925349459701
1088,1634,0.16199068107465053
1023,1047,0.10379696639238624
13018,135,0.013383563001883612
14471,127,0.012590462972142362
877,566,0.05611182710419352
995,1433,0.1420640428274016
1005,436,0.043223951620898184
1357,870,0.08624962823436105
878,1804,0.17884405670665213
1271,784,0.0777238029146426
1111,596,0.05908595221572321
10165,237,0.023495588381084564
1419,732,0.07256865272132448
1239,1215,0.12045206701695252
947,1961,0.1944086447903242
928,722,0.07157727768414791
1385,355,0.03519381381976802
879,1796,0.17805095667691087
1120,864,0.08565480321205513
11123,162,0.016060275602260334
946,1122,0.11123227917121047
13837,181,0.017943888172895807
1285,536,0.05313770199266382
1514,876,0.086844453256667
1488,689,0.06830574006146525
1410,482,0.04778427679191038
1420,724,0.07177555269158323
1179,797,0.07901259046297214
1048,1409,0.13968474273817785
880,1696,0.16813720630514523
1113,648,0.06424110240904134
4297,571,0.056607514622781796
1283,502,0.049767026866263504
12526,120,0.011896500446118766
1158,1230,0.12193912957271735
1242,860,0.0852582531971845
881,1397,0.13849509269356597
1429,882,0.08743927827897294
1581,717,0.07108159016555964
1116,698,0.06919797759492416
882,1755,0.17398631902448697
1244,470,0.0465946267472985
1312,450,0.044611876672945375
883,1747,0.1731932189947457
935,1148,0.11380985426786953
1416,690,0.0684048775651829
1629,526,0.05214632695548726
978,1807,0.1791414692178051
1339,768,0.07613760285516011
1353,563,0.05581441459304055
1038,836,0.08287895310796074
1273,801,0.07940914047784277
884,1410,0.1397838802418955
1232,742,0.07356002775850104
3195,445,0.0441161891543571
981,459,0.04550411420640428
974,617,0.06116783979379399
885,1479,0.1466243679984138
1123,393,0.03896103896103896
1253,578,0.057301477148805395
1228,1142,0.11321502924556359
7041,933,0.09249529096857341
7071,824,0.08168930306334886
6734,788,0.07812035292951323
10435,91,0.009021512838306732
1045,1478,0.14652523049469615
887,1705,0.16902944383860413
6722,948,0.09398235352433826
11936,194,0.01923267572122534
888,1952,0.19351640725686528
1219,584,0.05789630217111133
1070,1047,0.10379696639238624
1553,863,0.08555566570833746
6715,1097,0.10875384157826906
1031,1214,0.12035292951323485
6354,1035,0.10260731634777437
1337,849,0.08416774065629028
889,744,0.07375830276593635
1085,909,0.09011599087934966
1125,1529,0.1515812431842966
13607,154,0.015267175572519083
890,1374,0.13621493010805988
1097,1271,0.12600376722514128
1059,696,0.06899970258748885
13668,121,0.011995637949836423
1433,793,0.07861604044810151
891,1309,0.1297709923664122
1455,507,0.05026271438485179
12361,175,0.01734906315058987
1837,1460,0.14474075542777834
1230,672,0.06662040249826509
892,732,0.07256865272132448
7502,944,0.09358580350946763
1471,698,0.06919797759492416
1115,1348,0.1336373550114008
13267,73,0.007237037771388916
893,1413,0.14008129275304848
1552,981,0.09725389114702092
4740,475,0.047090314265886786
11595,74,0.007336175275106572
894,1224,0.12134430455041142
9479,53,0.005254287697035788
1173,572,0.05670665212649945
895,1330,0.131852879944483
1083,1181,0.1170813918905522
1795,1044,0.10349955388123327
1257,563,0.05581441459304055
1338,572,0.05670665212649945
1359,736,0.0729652027361951
1584,675,0.06691781500941807
1527,1137,0.11271934172697531
897,1700,0.16853375632001585
1322,716,0.07098245266184197
13232,137,0.013581838009318925
