src,dst,type,weight
68b9295d427214137a7355be,68b9295d427214137a7355ab,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a7355bd,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a735518,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a73556d,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a735585,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a7351b8,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a7355b2,friend,1.0
68b9295d427214137a7355be,68b9295d427214137a73556f,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73555c,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355bf,68b9295e427214137a735be1,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355bf,68b9295e427214137a735e46,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73526f,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7355b0,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7355b6,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73556d,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735563,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7355ab,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73556e,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7355b1,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73556c,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355bf,68b9295e427214137a735de6,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7354a2,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a7353fc,friend,1.0
68b9295d427214137a7355bf,68b9295d427214137a73556f,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a7352c9,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735593,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a7355bb,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73528b,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73556d,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73566b,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73556f,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a7355a5,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735563,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a7352ab,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a7351df,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355c0,68b9295e427214137a735b78,friend,1.0
68b9295d427214137a7355c0,68b9295d427214137a735501,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735423,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73555a,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355c1,68b9295e427214137a735961,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73556f,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a7355a0,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73539c,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73558d,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73551e,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a7351ab,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735477,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355c1,68b9295d427214137a73526a,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735563,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735427,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a7351df,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a73558d,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735841,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a73544f,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a73541e,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a7355af,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735574,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355c2,68b9295d427214137a735578,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a73556f,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735273,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a7355b3,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a73553b,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a7355bd,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a7355a5,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a7355b6,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a7355ba,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735215,friend,1.0
68b9295d427214137a7355c3,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735592,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7355a5,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73555c,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73519c,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7355b6,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735587,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7355b1,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735299,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a73561c,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735566,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735503,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7355e5,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355c4,68b9295d427214137a7351fe,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7352e4,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73558a,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7355b2,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7355ab,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735590,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735354,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73529f,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7354c4,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735589,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7355cc,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73556d,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73558f,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a73558e,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7351b1,friend,1.0
68b9295d427214137a7355c5,68b9295d427214137a7355a0,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a7353b1,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735206,friend,1.0
68b9295d427214137a7355c6,68b9295e427214137a735959,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a73557e,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a73561c,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735566,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735567,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735578,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a7355b1,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a7355a0,friend,1.0
68b9295d427214137a7355c6,68b9295d427214137a735391,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735567,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735566,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a7355ad,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735592,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735560,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735587,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73542e,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73521a,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a7355a0,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73558e,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a7351d1,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a7354c4,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a73557a,friend,1.0
68b9295d427214137a7355c7,68b9295d427214137a7355b1,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a7351a7,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735580,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a7355f5,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735574,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a7355ac,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735595,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a73547f,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c8,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a7351a8,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73558e,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73556e,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73556d,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a7354dc,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73535c,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73559b,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73557e,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a7355ba,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a73573f,friend,1.0
68b9295d427214137a7355c9,68b9295d427214137a7355be,friend,1.0
68b9295d427214137a7355ca,68b9295e427214137a735c8f,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a7355b1,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a735590,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a7351d5,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a7355b2,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a73555c,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a735574,friend,1.0
68b9295d427214137a7355ca,68b9295d427214137a735508,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73561c,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73543b,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a7355d6,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a7351d4,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a7355b3,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735590,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735542,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735551,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735240,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73558d,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73534a,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a73555c,friend,1.0
68b9295d427214137a7355cb,68b9295d427214137a7352d4,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735584,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735280,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a7355ad,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a7355e5,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355cc,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a7355a9,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a73555e,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735385,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735589,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735465,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735560,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a735592,friend,1.0
68b9295d427214137a7355cd,68b9295d427214137a73555a,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735207,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a7355b4,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a73557b,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a7353fa,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735580,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735567,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a73557d,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735585,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735587,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735358,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a73561c,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735574,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a7351ac,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a73520a,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a735560,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a7355cc,friend,1.0
68b9295d427214137a7355ce,68b9295d427214137a7355be,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735567,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a73558d,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a7352c1,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735574,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735580,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a7355e5,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a7355c5,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735560,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735433,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355cf,68b9295e427214137a73602f,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a735566,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a73531b,friend,1.0
68b9295d427214137a7355cf,68b9295e427214137a7360b6,friend,1.0
68b9295d427214137a7355cf,68b9295d427214137a7351ba,friend,1.0
68b9295d427214137a7355cf,68b9295e427214137a735f70,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7353fb,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7353fe,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7352ee,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735571,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7351d4,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7355c6,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a7355bd,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a73557e,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735563,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735355,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735580,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355d0,68b9295d427214137a735569,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a7355bb,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735579,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735337,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a73556a,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735572,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a73558e,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735557,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735233,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735577,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735558,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735589,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a73556e,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a7355c8,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735365,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735559,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355d1,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355b2,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735561,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735565,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355bb,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7351f4,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73556b,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355a0,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735592,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73524f,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355b0,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355cb,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7355a3,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7352d3,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735839,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73534f,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a7353e7,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a735589,friend,1.0
68b9295d427214137a7355d2,68b9295d427214137a73559b,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73555b,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735581,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73561c,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735564,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735576,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a7355a4,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735556,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735570,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73521f,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73556c,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735580,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a7355e5,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a735194,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73556e,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a73557c,friend,1.0
68b9295d427214137a7355d3,68b9295d427214137a7352fc,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735575,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735235,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a7355be,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73555f,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a7355b6,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73556c,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73555d,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735592,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a7352c9,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73556e,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735593,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735402,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73534f,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735425,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735562,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735566,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a73546c,friend,1.0
68b9295d427214137a7355d4,68b9295d427214137a735560,friend,1.0
