node,E,B,P,K,H,A,E_n,B_n,A_n,P_n,K_n,H_n,Base,Reach,Influence_I
2615,0.027555992233652238,0.0020978016267861124,103,0.9877469367341836,0.028101534769031763,0.35321446618370034,0.4579022678971856,0.5239161959907397,0.31422115640282644,0.6148648648648649,0.9766423357664235,0.3144256848777916,0.46334856159956417,0.7595758532254884,0.5522167490873414
1051,0.03285717814339474,0.0011394035435311365,100,0.9792448112028007,0.04886307613558555,0.5283895547587755,0.5558732434707133,0.2833941599019478,0.49995717458681876,0.5945945945945945,0.9600973236009734,0.5467248072193646,0.47087629314332147,0.7407956861971461,0.5518521110594689
617,0.031094113491162534,0.0013998676114280162,103,0.9849962490622656,0.047934913226082725,0.3996201626942657,0.5232901258590577,0.34876088906501096,0.36342455262222234,0.6148648648648649,0.9712895377128955,0.5363396712864973,0.46359055343037386,0.7574347340040771,0.5517438076024848
242,0.03325032441220546,0.001484449670427725,96,0.9914978744686171,0.037030566304156,0.11703615742780187,0.5631389617749313,0.3699878190877621,0.06380416499967928,0.5675675675675675,0.983941605839416,0.41433186006722483,0.4727865240446326,0.7341171828763069,0.5511857216941348
573,0.03174071005499484,0.0014384571402448506,95,0.9909977494373593,0.04436186721143572,0.4529550138245288,0.5352398475326027,0.3584454159906171,0.41997484730139734,0.5608108108108107,0.9829683698296837,0.4963611630132299,0.47449433383247813,0.72967383441836,0.5510481840082426
122,0.03054108768783225,0.0013766632440321664,101,0.9889972493123281,0.07265976848529315,0.29988719278538745,0.5130696811525196,0.3429374616294645,0.2576788963007751,0.6013513513513513,0.9790754257907545,0.8129839760291939,0.46425619079684954,0.7524409811271127,0.5507116278959285
747,0.029210848960111814,0.0018990189787277756,102,0.9922480620155039,0.026673156419956687,0.25165732775018185,0.4884855997565155,0.47402919383008024,0.206541356356839,0.6081081081081081,0.9854014598540147,0.29844368089246215,0.46054936986539835,0.7590254488064707,0.5500921935477201
2015,0.025460925162638468,0.002173452456351679,103,0.9952488122030507,0.036347550348684275,0.4754461502650539,0.41918342869141956,0.5429017218143294,0.44382192602061654,0.6148648648648649,0.9912408759124088,0.40668965257404827,0.45690615268888374,0.7654152692838825,0.5494588876673834
3048,0.027779744722928695,0.001450696287776598,116,0.9774943735933983,0.03791995751727769,0.6771110533568463,0.46203742746990173,0.3615169837824986,0.6576447727073899,0.7027027027027026,0.9566909975669099,0.424283182783529,0.43977394939123654,0.8042980206483856,0.5491311707683812
1193,0.024323043254654286,0.0021820154369789585,112,0.9874968742185546,0.03932282066929345,0.4072609614491701,0.3981542849279833,0.5450507093503513,0.3715259987126745,0.6756756756756757,0.9761557177615571,0.43997969939686593,0.44298306866737236,0.7958676925100282,0.5488484558201691
2028,0.026221945235958048,0.002008179270348862,111,0.983745936484121,0.04642053175679197,0.22981361346417328,0.43324780603708757,0.5014243400219209,0.18338073148241096,0.6689189189189189,0.9688564476885645,0.5193953856963481,0.4455147914877668,0.7888939304267771,0.5485285331694698
2908,0.025713367910017746,0.0015622553016097754,116,0.9764941235308827,0.0646844494340087,0.6521451625835906,0.42384881161861643,0.38951411944045355,0.6311737420353906,0.7027027027027026,0.9547445255474453,0.723748808789059,0.43890965034452833,0.8035194318405997,0.5482925847933497
2605,0.025315459231712148,0.0020543301797378206,106,0.9842460615153789,0.0224627717710732,0.719107495097016,0.41649507944123165,0.5130064903700122,0.7021730896625268,0.6351351351351351,0.969829683698297,0.25133404479233595,0.4514743514984858,0.7690129545603999,0.54673593241706
2697,0.028426087827354386,0.0015460603207880302,111,0.9767441860465116,0.03775874662396404,0.5094038608901725,0.4739824649716865,0.38544978560076576,0.4798268740383863,0.6689189189189189,0.9552311435523114,0.4224794077955606,0.4451397287549389,0.7834438087722759,0.54663095276014
986,0.032467561764181675,0.001375620561737468,101,0.9832458114528632,0.039416532314017365,0.16781255417623445,0.5486727608955259,0.34267578741193805,0.1176417615808999,0.6013513513513513,0.9678832116788322,0.4410282310274519,0.4599398923913145,0.7479640954823437,0.5463471533186233
2025,0.025632895001912268,0.002008573302538647,105,0.9884971242810703,0.03965667759033631,0.5270144712295883,0.4223615954657471,0.5015232273488339,0.498499190226947,0.6283783783783785,0.9781021897810219,0.4437151961201899,0.4509846448014553,0.7682679029394359,0.5461696222428494
1547,0.02664566350260122,0.002191562851798464,99,0.9927481870467617,0.03418267747110408,0.27548336101249893,0.4410785240421032,0.5474467530110113,0.23180380995831412,0.5878378378378379,0.986374695863747,0.38246707388569,0.4595946845207655,0.7472525810482016,0.5458920534789963
1188,0.023740236511348663,0.002132400808752821,109,0.9934983745936484,0.034889863687067355,0.6127883906357631,0.3873834600249088,0.532599295257149,0.5894442348912736,0.6554054054054055,0.9878345498783455,0.39037972036987517,0.4412010623551474,0.7883770631945815,0.5453538626069776
3370,0.02341160628781749,0.0019316928504517022,118,0.980995248812203,0.026459034958560054,0.8378619323519928,0.381310059817773,0.4822291123099381,0.8280869767159771,0.7162162162162162,0.9635036496350365,0.2960478940537709,0.42966151312213263,0.8151311895837443,0.5453024160606161
1877,0.026263502582866305,0.0018996101676354313,107,0.9907476869217304,0.06379073775315945,0.18413755607693066,0.4340158254742793,0.47417756011155227,0.13495096276096344,0.6418918918918919,0.9824817518248176,0.7137491447264407,0.4450977686924035,0.7781278358650622,0.5450067888442011
133,0.02964684395856785,0.0016537300909437128,91,0.9899974993748437,0.04145994228469612,0.5818820712771113,0.496543203483526,0.412470866710511,0.5566746399614635,0.5337837837837838,0.9810218978102191,0.46389177157061184,0.4726955026798726,0.7126790293943579,0.5446905606942182
1207,0.02527474772058728,0.0018095620677966084,103,0.9872468117029257,0.04590772873631298,0.8311569788160788,0.4157426918566639,0.4515788584889423,0.8209777959414765,0.6148648648648649,0.9756690997566911,0.5136576762706269,0.4516510462712862,0.7591865588215954,0.5439117000363789
654,0.0277296114733958,0.0017181757946060252,99,0.9937484371092773,0.035447002594971314,0.6139015645929984,0.4611109171665406,0.42864432545678693,0.5906245197139891,0.5878378378378379,0.9883211678832117,0.3966135002729862,0.45462174893630924,0.7480311698559874,0.5426445752122127
330,0.03256146214179518,0.001317888587379059,86,0.9872468117029257,0.03605593663558762,0.6278879822070325,0.5504081295013714,0.3281872233562269,0.6054541483867659,0.5,0.9756690997566911,0.40342681151523124,0.47914509270279076,0.6902676399026765,0.5424818568627564
3405,0.025156962371603798,0.0020148122524321225,108,0.9877469367341836,0.014329888154573592,0.662532237215917,0.41356590618178823,0.5030889701833127,0.6421870310736972,0.6486486486486487,0.9766423357664235,0.16033590101951567,0.4391923813687274,0.7798461234957585,0.5413885040068367
139,0.02919923930037494,0.0017681418364857142,97,0.9909977494373593,0.048539419400635275,0.1437979369343744,0.4882710421632027,0.44118393121996263,0.09217935467705443,0.5743243243243243,0.9829683698296837,0.5431034395115696,0.4570819443733416,0.737781942526468,0.5412919438192795
680,0.02567374381345887,0.0017873480543983725,103,0.9872468117029257,0.027612516259974292,0.8791065824900389,0.4231165204931612,0.4460039728275465,0.8718181781690273,0.6148648648648649,0.9756690997566911,0.30895409832950965,0.4467097179690874,0.7591865588215954,0.5404527702248398
1348,0.02517183055473149,0.0020739490715764634,113,0.9922480620155039,0.036945124936987456,0.11833223306055234,0.41384068439761135,0.5179300976823411,0.06517837824683972,0.6824324324324325,0.9854014598540147,0.41337586386952,0.42761115204908706,0.8036200434010654,0.5404138194546806
1356,0.025680088396395878,0.0021477408210118162,104,0.9924981245311327,0.03751533047742604,0.18754379046090794,0.42323377444171706,0.536449063997952,0.1385625516953695,0.6216216216216217,0.9858880778588807,0.4197558452138518,0.44279090370987684,0.7673282041165252,0.5401520938318713
3388,0.024967859419412514,0.002020349452671374,114,0.9889972493123281,0.022061087704073574,0.3658792023981201,0.4100711031272554,0.5044786001283695,0.3276494223449259,0.6891891891891893,0.9790754257907545,0.24683963589584967,0.42611069482690284,0.8051436838298154,0.5398205915277765
1392,0.024449442392657745,0.0024352389118337757,106,0.9934983745936484,0.022600171333183924,0.08616281917808172,0.40049026164577656,0.6086003207505611,0.031069539538976204,0.6351351351351351,0.9878345498783455,0.25287139681860965,0.43707130003051353,0.7762149010324193,0.5388143803310852
2238,0.02566540853196933,0.0016691644943098909,108,0.9879969992498124,0.037954899184031415,0.7266569856852576,0.42296247653524055,0.416344324085176,0.7101777228131849,0.6486486486486487,0.9771289537712896,0.4246741421240103,0.4354233763935568,0.780040770697705,0.5388085946848012
2640,0.02779641464621555,0.0013968037489620047,109,0.9717429357339334,0.04160443995728866,0.6844473008986266,0.46234550356362014,0.34799197429828027,0.6654233068466113,0.6554054054054055,0.9454987834549878,0.46550854375197415,0.4383514869575854,0.7714427566252384,0.5382788678578813
936,0.028115035497026618,0.0016261676077859893,98,0.9862465616404101,0.044791567920641255,0.5255164885188653,0.46823392100898087,0.40555371538833435,0.49691089735801597,0.5810810810810811,0.9737226277372265,0.5011690477389181,0.45251046447673554,0.7381376997435394,0.5381986350567767
979,0.028929193176950998,0.0014011569563649974,98,0.9884971242810703,0.04220341436736983,0.6845114688471887,0.48328033204434595,0.3490844663706022,0.6654913433428844,0.5810810810810811,0.9781021897810219,0.47221041753438364,0.4515786271816516,0.7398895245610575,0.5380718963954734
1359,0.02647067578457998,0.001833174867691062,105,0.9912478119529883,0.03970937368053466,0.3533095142420785,0.4378445839879693,0.4575047871897619,0.31432193470436964,0.6283783783783785,0.9834549878345501,0.4443048081960847,0.4378895236947329,0.7704090221608472,0.5376453732345672
832,0.028180431398640692,0.0015913962498471698,91,0.9929982495623906,0.0361885344002324,0.788409264138558,0.46944249969094454,0.39682740639926256,0.7756529134182099,0.5337837837837838,0.9868613138686132,0.40491043663764426,0.4597418892371382,0.7150147958177155,0.5363237612113114
651,0.02839983212833551,0.001861901848209049,92,0.9927481870467617,0.02596824506053423,0.4339963579374413,0.4734972345928543,0.46471418375011697,0.3998732147962765,0.5405405405405406,0.986374695863747,0.2905564875848285,0.4580340809998029,0.7188742026698232,0.536286117500809
473,0.02827008314542901,0.0016671155698396117,91,0.9899974993748437,0.025395224905221715,0.7396088319397318,0.4710993495438389,0.41583012075568904,0.7239104080426051,0.5337837837837838,0.9810218978102191,0.2841450137538167,0.4578114170428311,0.7126790293943579,0.5342717007482891
2036,0.025610086325215574,0.0017855884643011286,103,0.9867466866716679,0.044982097691246115,0.5374935234794562,0.4219400693495983,0.44556238159289646,0.5096100020156811,0.6148648648648649,0.9746958637469586,0.5033008691538132,0.43747829964610263,0.7587972644177023,0.5338739890775825
2423,0.02589805840576895,0.0015109997755592846,101,0.9849962490622656,0.06450198903513293,0.725328736552974,0.42726206826646396,0.37665090142921054,0.7087693963953509,0.6013513513513513,0.9712895377128955,0.7217072748888249,0.4408763449528504,0.749326625895969,0.533411429235786
299,0.031168168717084437,0.0012300894029869465,82,0.9909977494373593,0.03668090838043654,0.8813503784891406,0.5246587371195216,0.3061529153104459,0.8741972478066128,0.47297297297297297,0.9829683698296837,0.410419567267488,0.4708719576185518,0.6769711317156573,0.5327017098476834
2450,0.022997884828046586,0.0020887177399227744,103,0.9849962490622656,0.026081068762430507,0.8278012892363686,0.37366409234567044,0.5216364804924054,0.8174197990489575,0.6148648648648649,0.9712895377128955,0.291818862399256,0.4361513326275345,0.7574347340040771,0.5325363530404973
315,0.03092466098706467,0.001717924048719819,83,0.9964991247811953,0.02179477067460173,0.3137703402094353,0.5201584818415681,0.428581146664816,0.2723990288457567,0.47972972972972977,0.9936739659367396,0.2438598372807725,0.46648237641071205,0.6853074242125337,0.5321298907512585
455,0.028734330414314894,0.0016926845932062253,96,0.9942485621405351,0.026721344785895842,0.33813421231193647,0.47967908219507605,0.42224698830623025,0.2982317464351828,0.5675675675675675,0.9892944038929442,0.2989828564246205,0.4443422759519048,0.7362583020977183,0.5319170837956488
14,0.032083367204634054,0.0012279930012250827,86,0.9934983745936484,0.056683110293288874,0.308334960642551,0.541572478722862,0.30562679695833994,0.26663596192634675,0.5,0.9878345498783455,0.6342225049790343,0.4616744496664882,0.6951338199513382,0.5317122607519431
1760,0.027832177017765993,0.0018028443265356942,99,0.9942485621405351,0.043421732580212855,0.08425440949856555,0.46300642632491795,0.449892956947377,0.02904607594138134,0.5878378378378379,0.9892944038929442,0.48584207650321704,0.43851615050139375,0.7484204642598804,0.5314874446289397
1717,0.025981422179210196,0.0018904553002408292,104,0.9922480620155039,0.04856800123012107,0.12395115154572153,0.42880271037005807,0.4718800311574102,0.07113604925146139,0.6216216216216217,0.9854014598540147,0.5434232391732248,0.4295735999904922,0.767133556914579,0.5308415870677182
1065,0.033130977400078074,0.0012416268851567459,80,0.9914978744686171,0.04200632662478699,0.4011884104717718,0.5609333150745548,0.30904839136711076,0.36508734668780113,0.4594594594594595,0.983941605839416,0.4700052195282264,0.4710291347656675,0.6692523180114421,0.5304960897393999
2020,0.02672630130899582,0.0017158070708336943,109,0.9874968742185546,0.04198078885789666,0.13389319344363104,0.44256878767275026,0.4280498644758989,0.08167747548824467,0.6554054054054055,0.9761557177615571,0.4697194796243123,0.42152607970204764,0.7837055303478662,0.5301799148957931
1044,0.030531179001500302,0.0011227875358903495,85,0.9904976244061016,0.03495046070320275,1.0,0.5128865591713023,0.2792241640940933,0.9999999999999999,0.49324324324324326,0.9819951338199514,0.39105773523477566,0.46105207149274813,0.6887439994739265,0.5293596498871016
2005,0.026535662664073884,0.0016165380265825942,97,0.9854963740935234,0.04424243897054404,0.6524814944658046,0.43904560355074224,0.4031370510416604,0.6315303506439485,0.5743243243243243,0.9722627737226278,0.4950248905731389,0.4406962395037978,0.7334997040836457,0.5285372788777521
1357,0.02526953890652711,0.0019959856557783817,102,0.9942485621405351,0.033666808614439804,0.2642332191447593,0.415646428001039,0.4983641992985452,0.21987542121585057,0.6081081081081081,0.9892944038929442,0.376695061079381,0.4287256407049485,0.7605826264220426,0.5282827364200767
1720,0.02488887725724712,0.0016263189559652756,102,0.9857464366091523,0.044538199515786865,0.8066144160199202,0.40861143738227007,0.4055916981147987,0.7949556147805094,0.6081081081081081,0.972749391727494,0.49833413018450295,0.4315088591120523,0.7539646215558624,0.5282455878451953
1376,0.026005839592736876,0.0018426137195598417,100,0.9914978744686171,0.030632297160023872,0.4310859716916974,0.4292539674783581,0.45987358561443015,0.3967873676186953,0.5945945945945945,0.983941605839416,0.34274217024383513,0.43249093306447034,0.7503333990925232,0.5278436728728861
1208,0.026351989607740677,0.00164181834633713,101,0.9894973743435859,0.057142875567014424,0.3080519077303663,0.43565115015448136,0.409481464794749,0.26633584436241564,0.6013513513513513,0.9800486618004866,0.6393667795626947,0.429520260727369,0.7528302755310055,0.5265132651684599
2234,0.028349204808567764,0.0015387212187239253,99,0.9847461865466367,0.04948086731754805,0.20747742614617476,0.4725615933999652,0.383607945761597,0.1596979434353032,0.5878378378378379,0.9708029197080293,0.5536372202635832,0.4342860979534025,0.7410238705859145,0.526307429743156
645,0.029107480058899626,0.001151164029416804,92,0.9814953738434609,0.047724716645017914,0.8515654196668982,0.4865752437968971,0.28634560154194705,0.8426166178299564,0.5405405405405406,0.9644768856447689,0.5339877996003606,0.4466790476122382,0.7101150785822319,0.5257098569032363
1715,0.02720926989295086,0.0013094623683841458,97,0.983745936484121,0.0714669655451586,0.5933569220092665,0.4514945080958883,0.3260725578695187,0.5688412847828404,0.5743243243243243,0.9688564476885645,0.799637805278785,0.4371424267214699,0.7321371736700204,0.5256408508060351
2009,0.028288711273213557,0.0015882468616851529,100,0.9909977494373593,0.04163010206875913,0.14211218668502157,0.4714436151257734,0.3960370278849509,0.09039197416813419,0.5945945945945945,0.9829683698296837,0.4657956749368305,0.42948665989619755,0.7499441046886302,0.5256238933339273
43,0.02900314107954084,0.0015257399701556745,84,0.991747936984246,0.04108680263951824,0.5969989309160091,0.48464695986719375,0.38035013839411325,0.5727028625792694,0.48648648648648646,0.9844282238442822,0.45971674378460625,0.456514197756744,0.6856631814296048,0.5252588928586023
1037,0.030604280861638626,0.0014594508523124486,97,0.9854963740935234,0.029150844019703054,0.09016461688874693,0.5142375513221018,0.3637140517065935,0.035312597033068605,0.5743243243243243,0.9722627737226278,0.326166316928768,0.43573069200333087,0.7334997040836457,0.5250613956274253
1743,0.02673215018516018,0.0013989151054816169,102,0.9814953738434609,0.0711502438491048,0.3958946681040798,0.4426768804869973,0.34852184573466893,0.3594744559699202,0.6081081081081081,0.9644768856447689,0.7960940331319656,0.42794110646769334,0.7506556191227725,0.524755460264217
3433,0.024359283713872974,0.001741938673194594,116,0.9867466866716679,0.022098680479693097,0.42429605622822375,0.3988240432057231,0.434607918290823,0.38958810274462036,0.7027027027027026,0.9746958637469586,0.2472602582681783,0.4015192194613207,0.8114999671204051,0.524513443759046
873,0.02728252123434284,0.0015236895806917162,84,0.9914978744686171,0.03574373399120671,0.9839486261028123,0.4528482628029348,0.3798355674060627,0.982980923267703,0.48648648648648646,0.983941605839416,0.39993360265361755,0.4548053541996457,0.6854685342276583,0.5240043082080494
3489,0.025329253931911697,0.001968841010810375,108,0.9907476869217304,0.022456552480531584,0.10576846643994511,0.4167500186679074,0.4915519097179582,0.0518571691383628,0.6486486486486487,0.9824817518248176,0.2512644576788891,0.41267166545699446,0.7821818899191162,0.5235247327956309
3372,0.024539559928138267,0.0020123750133838013,110,0.9887471867966992,0.016145330203044685,0.21924325914255682,0.40215571971829633,0.5024773144333905,0.17217311321624645,0.6621621621621623,0.9785888077858881,0.18064872785043726,0.40967771821432913,0.7887328204116526,0.5233942488735261
3412,0.025780380254702865,0.00189659469950364,105,0.9914978744686171,0.019022345521036304,0.23947680652284853,0.42508726371142175,0.47342079051080765,0.1936264976827365,0.6283783783783785,0.983941605839416,0.21283940779722438,0.4174018906540933,0.7706036693627936,0.5233624242667033
357,0.031129490667295145,0.0014357054385919588,87,0.9952488122030507,0.032071042796907125,0.18857933692297407,0.5239439298413663,0.3577548419005535,0.13966052902806686,0.5067567567567568,0.9912408759124088,0.35884017293159143,0.44661784557296874,0.7005504044190176,0.5227976132267834
3429,0.023948406380423153,0.001891670964648781,102,0.9897474368592148,0.014401056501903957,0.7426501787961861,0.3912306379027418,0.4721851174088436,0.7271351111646596,0.6081081081081081,0.9805352798053529,0.1611321976109613,0.4208072834030792,0.7570789767870061,0.5216887914182573
1199,0.024467484914851716,0.001969313543904821,102,0.9882470617654414,0.038375968193289284,0.2748667857590626,0.40082370467743894,0.49167049783283573,0.231150062707974,0.6081081081081081,0.977615571776156,0.4293854474923782,0.4210221476663317,0.7559110935753273,0.5214888314390304
260,0.030986841301210828,0.00129817087439968,89,0.9907476869217304,0.03465609976303884,0.31042694004740135,0.5213076333978589,0.32323881563747636,0.2688540622734934,0.5202702702702704,0.9824817518248176,0.38776415568572187,0.442587135627919,0.7051548628920893,0.52135745380717
2454,0.02711849686981038,0.0016799722141292196,98,0.9909977494373593,0.049518801096152226,0.08768267323959986,0.4498169359857521,0.41905665711446755,0.032681022335436544,0.5810810810810811,0.9829683698296837,0.5540616580893337,0.42494429274703005,0.7418359965805221,0.5200118038970776
1853,0.022278998865967594,0.00180820781186748,110,0.9887471867966992,0.04217629880100727,0.6096625947641465,0.36037839359257506,0.4512389909546156,0.5861299915044281,0.6621621621621623,0.9785888077858881,0.47190702376623284,0.40450058420546275,0.7887328204116526,0.5197702550673197
2241,0.028385486270789736,0.0016265055885424954,94,0.98399599899975,0.04096728126436933,0.14596682209040998,0.47323210945234284,0.40563853590408244,0.09447899725784165,0.5540540540540542,0.9693430656934309,0.4583794292732243,0.43327374776918376,0.7201696587098049,0.5193425210513701
2253,0.025012244831880432,0.0017947342498420154,101,0.9884971242810703,0.025565367782331205,0.4940852543064841,0.4108913879153674,0.44785763134178425,0.463584741586077,0.6013513513513513,0.9781021897810219,0.28604872794956887,0.41837379562853805,0.7520516867232196,0.5184771629569425
3475,0.024590292569282378,0.0017751174910283008,115,0.9827456864216054,0.023612544404149432,0.19557624700852794,0.4030933073507496,0.44293455933885106,0.14707926778512037,0.695945945945946,0.9669099756690999,0.2641987530931485,0.3953002532560186,0.8043315578352076,0.5180096446297753
906,0.02870564993626194,0.0013937229678145945,90,0.986496624156039,0.03750213972162872,0.5159765538521144,0.4791490395852519,0.34721881357596074,0.4867958205331605,0.527027027027027,0.9742092457420924,0.4196082549679909,0.4369752715989969,0.7058999145130531,0.5176526644732138
2675,0.02605021000631608,0.0020884504718956575,93,0.9939984996249063,0.01670629693730301,0.14144244732678218,0.43007397507269024,0.521569406224221,0.08968185766337117,0.5472972972972974,0.988807785888078,0.18692533697739522,0.42834556664291873,0.7239014927336096,0.517012344470126
2243,0.02467585582289187,0.001598371640452868,99,0.9792448112028007,0.04039295626339356,0.7531748198870902,0.40467459794724825,0.3985779682798739,0.7382942602476776,0.5878378378378379,0.9600973236009734,0.4519533556349527,0.4218905300464426,0.7367416321430922,0.5163458606754374
648,0.026655861498765754,0.001574584003621313,89,0.9914978744686171,0.029910123382230192,0.73100958874761,0.4412669927451717,0.39260816205380683,0.714792734959677,0.5202702702702704,0.983941605839416,0.3346618292037509,0.4350153724714164,0.7057388044979287,0.51623240207937
1384,0.024531685396708792,0.001588095869284746,109,0.983745936484121,0.0414098708819435,0.41711400628649603,0.40201019086126977,0.3959991344456647,0.38197306244736157,0.6554054054054055,0.9688564476885645,0.4633315268995402,0.4022710843178064,0.7807858223186691,0.5158255057180652
840,0.02948318630391061,0.001133215888770095,88,0.9862465616404101,0.04162473886923127,0.6471254970847268,0.4935186538148606,0.2818412902251996,0.6258514516917214,0.5135135135135136,0.9737226277372265,0.46573566655299864,0.4352429352687122,0.6975971592029988,0.5139492024489982
1537,0.022329353176088813,0.0016601781006454594,99,0.989247311827957,0.045418956714066726,0.9745419751939968,0.3613089893066098,0.4140890757295828,0.9730071655920992,0.5878378378378379,0.9795620437956206,0.5081888476423329,0.4150719169645623,0.744527520220951,0.5139085979414789
272,0.03078751294332722,0.001265437315594096,84,0.9922480620155039,0.02587854667419899,0.44270599905324737,0.5176238550860217,0.3150239179348307,0.4091079414564438,0.48648648648648646,0.9854014598540147,0.28955285996136604,0.44001452850295275,0.6860524758334978,0.5138259127021163
439,0.02769201307576545,0.001496566476277519,89,0.991747936984246,0.03443446117728113,0.493133604098878,0.4604160628908064,0.37302868369799497,0.4625757184327137,0.5202702702702704,0.9844282238442822,0.3852842603812486,0.43055124178458043,0.7059334516998752,0.5131659047591688
3070,0.02546039596803541,0.0016067621952744948,89,0.9932483120780196,0.022829691066907316,0.907133489744588,0.4191736486700408,0.40068368339436816,0.9015347674273283,0.5202702702702704,0.9873479318734796,0.2554394736180475,0.42955800627260377,0.707101334911554,0.5128210048642888
444,0.024970673608649466,0.0015155097216789967,94,0.9897474368592148,0.0319139931360261,0.8893167785656784,0.41012311203048707,0.3777827290510687,0.8826439250226067,0.5540540540540542,0.9805352798053529,0.3570829576197517,0.42139503006573076,0.7246465443545737,0.5123704843523836
2601,0.02431539823461719,0.0017606397031783522,104,0.9792448112028007,0.02408798280312636,0.49616578463017746,0.3980129976605557,0.4393011766426914,0.46579070261156974,0.6216216216216217,0.9600973236009734,0.2695183929435762,0.4073636063668981,0.7570119024133624,0.5122580951808373
2050,0.023879144195780796,0.0017942124356371868,102,0.9777444361090273,0.03497429107798578,0.49800656193360854,0.38995060662006314,0.44772667551330514,0.4677424564224789,0.6081081081081081,0.9571776155717763,0.39132437127347014,0.4112417080108269,0.7477359110935754,0.5121899689356514
1229,0.02427880741995761,0.0018222016961128421,94,0.9909977494373593,0.03668026866865534,0.5270355097237176,0.39733676447985533,0.4547509319635689,0.49852149708667204,0.5540540540540542,0.9829683698296837,0.4104124095867214,0.4202740336106536,0.725619780364306,0.5118777576367493
625,0.02833734340137175,0.0014472118023397533,92,0.9834958739684921,0.03606276890776068,0.32066980792679073,0.47234238327331535,0.36064250839838136,0.2797144506436534,0.5405405405405406,0.9683698296836983,0.4035032572280701,0.42575906787708984,0.7116722561978037,0.511533024373304
1227,0.023147845338422287,0.001827932352541529,97,0.9924981245311327,0.028095205740639083,0.7244621415551811,0.3764355057141417,0.4561891121690967,0.7078505562476021,0.5743243243243243,0.9858880778588807,0.31435486991685313,0.4138283083874368,0.7389498257381468,0.5113647635926497
1078,0.030726519460907334,0.0013360066445031451,85,0.9887471867966992,0.03635277320257279,0.14336578301482517,0.5164966373128587,0.332734177347055,0.0917211471264684,0.49324324324324326,0.9785888077858881,0.406748090642446,0.4346416974802775,0.6873814690603012,0.5104636289542845
537,0.028535154939251038,0.0014537089178953428,83,0.9942485621405351,0.027323368452105395,0.5503532309345736,0.4759981293036739,0.36227304114822495,0.5232449935955531,0.47972972972972977,0.9892944038929442,0.3057188480747698,0.43572898201018795,0.6835555993950155,0.5100769672256362
870,0.028548238497239715,0.0012474307313059725,85,0.9874968742185546,0.044477136625200704,0.5951758690624811,0.4762399259435103,0.3105049394522416,0.5707698922446645,0.49324324324324326,0.9761557177615571,0.49765090268995593,0.4323164771485097,0.6864082330505688,0.5085440039191274
2433,0.024984270819762712,0.0015733551963551817,92,0.9872468117029257,0.044127547254438064,0.6484590903140149,0.4103744014703454,0.3922997774370442,0.627265444390683,0.5405405405405406,0.9756690997566911,0.49373937692342834,0.41996481517902606,0.7145919642270009,0.5083529598934184
3424,0.02381369345067042,0.0017669019156868718,105,0.9907476869217304,0.015119037830903735,0.4750333675263682,0.3887410143779399,0.44087275752258465,0.44338425749775634,0.6283783783783785,0.9824817518248176,0.1691656296977028,0.3961339302433123,0.7700197277569542,0.5082996694974048
2062,0.025397961420396128,0.0016441326619954129,86,0.9927481870467617,0.03102454991730915,0.7566267986170392,0.4180197986361322,0.4100622713760726,0.7419543513563616,0.5,0.986374695863747,0.34713105301726077,0.4282848308131822,0.6945498783454989,0.5081643450728772
637,0.027864970692106254,0.0013034516807368516,87,0.991997999499875,0.044249210832427256,0.5375647048857102,0.4636124847281615,0.3245641003126015,0.5096854747959371,0.5067567567567568,0.9849148418491486,0.49510066036037753,0.4257760276884931,0.6980199907937135,0.5074492166200593
1349,0.02531644265181716,0.0015694174737328319,99,0.9879969992498124,0.040825571202101105,0.3479998030526585,0.41651325398344297,0.391311556488747,0.30869211243881844,0.5878378378378379,0.9771289537712896,0.45679384742693074,0.4055757173299773,0.7435542842112186,0.5069692873943497
1391,0.02345995109534156,0.0019014088971476897,95,0.9897474368592148,0.03469466076191632,0.44656068571899155,0.38220351800575,0.47462897387397557,0.4131950188968837,0.5608108108108107,0.9805352798053529,0.38819561142581843,0.41178033448177775,0.7287005984086277,0.5068564136598327
1855,0.02361664355927902,0.0012062951312772734,98,0.9802450612653163,0.08451681206215986,0.8316736728148671,0.38509934430166615,0.30018144397838364,0.821525640310988,0.5810810810810811,0.9620437956204381,0.945651429174515,0.40947289324878994,0.7334661668968239,0.5066708753432001
1863,0.025394539694680574,0.0016053186728585125,98,0.9862465616404101,0.04341193167095777,0.26338207915770856,0.41795656187888475,0.4003214133140142,0.21897296782822623,0.5810810810810811,0.9737226277372265,0.48573241496229824,0.4061056302610613,0.7381376997435394,0.5057152511058046
3116,0.025739907219727753,0.0012249895282643595,94,0.981245311327832,0.043735767824261564,0.8899313675188448,0.42433928339372606,0.30487303769642937,0.8832955662229026,0.5540540540540542,0.9639902676399029,0.48935579016680647,0.4146980491646499,0.7180285394883936,0.505697196261773
998,0.02646126477713391,0.0015660031717161728,98,0.9889972493123281,0.02680925556076096,0.24373244610786088,0.43767065958759566,0.390454694515401,0.19813870063223077,0.5810810810810811,0.9790754257907545,0.29996648261522857,0.40464406326955066,0.7402788189649505,0.5053344899781707
2639,0.025100837492327197,0.0014233266548285205,100,0.9827456864216054,0.034075677677600405,0.6234845697624789,0.412528664841776,0.354648230642554,0.6007852636696178,0.5945945945945945,0.9669099756690999,0.3812698622874377,0.4030144243956846,0.7435207470243967,0.5051663211842983
